Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,39,1,9500,1,1,133.1,1,19,1,4,5,101.93019889670231,0,0,0,1,1,0,26,0,0,5,0,0,0.0,0,0,5,7,0,0.0,0,15.5,2.8,-4.06,0
1,1,1,171,1,1,116.55476236596226,1,3,1,3,5,110.79488069872075,0,0,0,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,0
1,1,1,9670,1,1,122.75248463889504,1,19,1,9,9,125.50395170902209,1,0,0,1,0,0,22,0,0,5,7,4,14.108909130207179,0,0,5,5,4,13.397527217709948,0,9.4,-0.8,-3.12,0
1,39,1,9003,1,1,133.1,1,37,37,9,10,120.0,0,0,0,0,1,0,37,0,0,7,15,2,11.097773803704987,0,0,7,9,0,4.8688332518698125,0,16.2,0.3,-0.92,0
1,7,1,9500,1,3,140.0,1,3,34,0,4,140.0,0,0,0,1,0,0,28,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,10.305306880763526,0.6226250983426836,0.022708171793383247,0
1,1,1,9500,1,1,140.92226536303502,1,1,19,4,9,127.84453072607003,0,0,0,1,0,0,18,0,0,7,0,0,0.0,0,0,7,7,0,0.0,0,10.8,1.4,1.74,0
1,39,1,9003,1,1,140.0,1,37,37,9,3,140.0,0,0,0,1,1,0,35,0,0,6,10,3,12.0,0,0,6,9,2,10.335631542586734,0,13.931715287696914,-0.29172644668776176,0.7664203730601208,0
1,39,1,9085,0,12,133.1,1,37,37,9,9,146.2637871448519,0,0,0,1,1,0,49,0,0,6,0,0,0.0,0,0,5,0,0,0.0,0,13.546985486724969,0.439632342803949,0.9720182449935092,0
1,17,1,9773,1,1,126.07219273268824,1,19,1,9,193,118.62058799404294,1,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.796925276247357,0.546390363365588,1.8966978357408524,0
2,39,1,9003,1,1,176.28566860456408,1,1,1,9,8,153.0714331395436,0,0,1,0,1,0,29,0,0,1,0,0,0.0,0,0,1,0,0,0.0,0,9.085732558174373,1.9499920057987117,0.7750055959409018,0
1,39,1,9991,1,1,120.0,1,37,37,9,5,122.03448754926737,0,0,0,0,0,0,32,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.346210537443202,3.271728545325982,-1.0594548677919036,0
1,39,1,9119,1,3,130.0,1,34,1,0,90,130.0,0,0,0,1,1,0,26,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.208972184755293,1.4,3.222168017359542,0
1,1,2,9500,1,1,122.91092718449384,1,19,1,7,7,120.65950339813338,1,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,14.104867475664163,-0.24655631069630551,0.6376854854844706,0
1,1,1,9147,1,1,111.64507448584634,1,37,37,2,9,107.0388659254766,1,0,0,0,1,0,22,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,9.787313785384155,1.0983133129693872,3.0273013007510197,0
1,39,2,9130,1,1,121.89959982658385,1,19,1,9,9,120.28493997398758,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,5,0,0,0.0,0,10.8,1.4,1.74,0
1,39,1,9238,1,19,135.9303060827146,1,37,37,9,9,141.60341708154562,0,0,0,1,1,0,35,0,0,6,0,0,0.0,0,0,7,0,0,0.0,0,12.043435360904867,0.527428049161164,1.8530845130706772,0
1,39,1,9147,1,1,133.1,1,19,19,5,9,128.64695318577526,0,0,0,1,1,0,28,0,0,5,5,1,12.646953185775264,0,0,5,5,0,0.0,0,9.746953185775265,1.3731696081284204,1.3628058330908428,0
1,1,1,9773,1,1,116.25472910887186,1,1,38,9,9,112.91979798024096,0,0,0,0,1,0,19,0,0,5,7,3,11.93081114193501,0,0,5,9,3,12.342760942971886,0,11.73081114193501,0.8764187326615569,1.769087848185469,0
1,17,1,9147,1,1,121.13454303329198,1,1,19,9,8,123.16764774352772,0,0,0,1,0,0,22,0,0,4,4,0,0.0,0,0,5,8,2,11.966364241677006,0,11.116176128236138,1.4941801233043814,1.3498252034532774,0
1,43,2,9085,1,1,132.14732972154954,1,37,34,90,7,131.12588305635055,1,0,0,1,0,0,21,0,0,6,8,4,12.362531664098285,0,0,6,10,4,10.734388193374285,0,7.6,2.6,0.32,0
1,1,1,171,1,1,159.04521867010618,1,3,1,4,9,165.44225358039472,1,0,0,1,0,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.675833887647755,-0.6372127876177182,-3.162505549899818,0
1,1,1,9119,1,1,114.105467897989,1,1,19,9,9,107.78701101584093,1,0,0,1,1,0,19,0,0,5,10,2,10.026366974497252,0,0,5,9,2,13.932199208435637,0,10.8,1.4,1.74,0
1,39,1,9556,1,1,154.9882930649756,1,1,19,4,6,119.32113386458049,0,0,0,1,1,0,22,0,0,6,8,5,12.954918810617885,0,0,5,7,4,11.996097688325202,0,10.330560794136588,2.265865743819514,1.5486258585653614,0
1,17,5,9119,1,1,141.62110666156366,1,1,37,4,7,134.1673873315473,0,0,0,1,1,0,21,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,10.8,1.4,1.74,0
1,17,1,9147,1,1,115.06361935342528,1,37,37,9,8,118.49745522586299,0,0,0,1,1,0,20,0,0,5,8,1,10.0,0,0,5,11,1,10.0,0,7.664891740493783,2.613996257753561,0.29429778121618777,0
1,17,2,9853,1,1,115.90250134662116,1,37,37,9,7,117.39470817622752,1,0,0,1,0,0,18,0,0,6,11,3,11.31267370462647,0,0,6,12,2,12.22423569964353,0,9.4,-0.8,-3.12,0
1,17,4,9500,1,1,145.02934642323933,1,1,19,4,5,129.9029346423239,1,0,0,1,0,0,19,0,0,5,0,0,0.0,0,0,6,0,0,0.0,0,10.320542496267528,1.0347176438169217,2.8119048304056724,0
1,44,1,9003,1,39,140.0,1,1,37,4,7,140.0,0,0,0,1,1,0,20,0,2,6,13,5,12.190445428315511,0,1,6,11,2,12.0,0,13.328663715053468,0.004712685304817221,1.1708908566310217,0
1,39,1,9500,1,12,130.09326536677472,1,37,34,9,0,129.94584591606628,0,0,0,1,1,0,30,0,0,7,5,0,0.0,0,0,7,5,0,0.0,0,9.4,-0.8,-3.12,0
1,18,3,9085,1,1,119.31576215372858,1,37,38,9,7,115.01054270776285,1,0,0,1,0,0,19,0,0,5,12,0,0.0,0,0,5,0,0,0.0,0,12.178992446347838,2.9895351541106887,-1.9241911291472937,0
1,1,2,9500,1,1,133.32334259057774,1,1,37,4,9,130.00599444565336,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,0
1,17,1,9853,1,1,122.53130684020503,1,37,3,4,8,123.7468693159795,1,0,0,1,0,0,19,0,0,6,6,5,12.559452681613541,0,0,6,8,4,10.867173289948743,0,11.690517003610443,2.4779942675284317,0.12769553030530223,0
1,17,2,9853,1,1,128.755541492987,1,19,1,9,9,121.8022165971948,1,0,0,1,0,0,18,0,0,6,8,6,13.945324046505872,0,0,6,6,5,12.207409751168832,0,13.277770746493502,0.0318556018701322,1.2048195023376653,0
1,1,2,9773,1,1,131.5468141438614,1,19,38,9,9,128.3209689949159,1,0,0,1,0,1,18,0,0,6,7,5,14.61723009929701,0,0,6,6,5,12.55081269233827,0,8.9,1.4,3.51,0
1,1,1,9853,1,1,145.8308735100472,1,1,38,9,9,128.43234940401888,1,0,0,1,0,0,18,0,0,6,12,3,12.617807902902529,0,0,6,11,2,10.078925695311298,0,10.8,1.4,1.74,0
1,44,1,9003,1,39,130.0,1,37,37,9,6,130.0,0,0,0,1,1,0,25,0,0,5,6,0,0.0,0,0,5,8,0,0.0,0,11.0570274851154,1.7111385346133776,1.2746449743173829,0
1,44,1,9003,1,39,140.0,1,19,1,9,7,138.86193858721788,0,0,0,1,1,0,21,0,2,6,7,5,12.177417507608398,0,1,6,12,2,13.937633669710026,0,13.619351513695117,-0.15032080730406205,0.9770989908699225,0
1,1,2,9773,1,1,121.00028232671387,1,19,1,9,7,122.79929418321532,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.399548277257809,0.5002540940424824,1.7899858836643066,0
1,39,1,9991,1,1,133.1,1,1,37,4,9,111.7929373578552,0,0,0,1,1,0,27,0,0,6,0,0,0.0,0,0,7,0,0,0.0,0,11.117152130923081,0.5989910511221717,2.0101123009972817,0
1,1,2,9119,1,1,143.77827317758948,1,3,38,9,8,135.07838464254712,1,0,0,1,1,0,18,0,0,6,8,5,13.933259023361575,0,0,6,9,4,12.518551545172633,0,13.066852441596058,0.144345364482102,1.3454317056026275,0
2,39,1,9991,0,1,133.1,1,37,37,9,9,130.73924027142237,0,0,0,1,0,0,39,0,0,6,13,2,11.756329138393504,0,0,6,14,2,10.184810067855592,0,15.668671054915174,0.1613924491083063,-0.5249684799586729,0
1,39,1,9991,0,1,139.61888353618875,1,3,37,3,4,150.23750736150555,1,0,0,1,1,0,33,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.990109773553225,0.3110468540235144,-0.7703151279813798,0
1,17,3,9119,1,1,115.97878481394558,1,19,1,9,9,127.12685632877975,1,0,0,1,1,0,19,0,0,5,6,3,11.855127003296484,0,0,6,6,0,0.0,0,10.8,1.4,1.74,0
1,1,1,9147,1,1,136.9010882706202,1,19,38,2,9,122.6010882706202,1,0,0,1,0,0,18,0,0,5,5,2,12.098911729379813,0,0,5,6,0,0.0,0,11.814292624096879,0.5450544135310094,1.8936251511213216,0
1,39,1,9130,1,1,150.0,1,3,37,6,7,150.0,1,0,0,1,0,0,37,0,0,5,6,0,1.4207535666664448,0,0,5,0,0,0.0,0,15.138353637575815,2.9162434736363454,-3.7551837802424717,0
1,39,1,9119,1,12,132.86215308177617,1,1,1,9,9,137.32865712367555,0,0,0,1,1,0,20,0,0,6,5,0,0.0,0,0,6,0,0,0.0,0,10.942441815497961,1.321886746339828,1.6963484758957863,0
1,17,1,9853,1,1,111.60617463445088,1,19,37,5,4,111.58185239033527,1,0,0,1,1,0,19,0,0,6,10,5,11.90926195167632,0,0,6,10,3,12.166792097895968,0,14.397288976462464,3.154442828994208,-3.1305721373040765,0
1,39,1,8014,1,1,100.0,1,37,37,9,9,101.71482104127597,0,0,0,0,0,0,35,0,0,5,5,0,0.0,0,0,6,10,0,0.0,0,12.7,3.7,-1.7,0
1,39,1,9500,1,9,132.08227212165815,1,34,34,0,0,109.93434013688118,0,0,0,1,1,0,25,0,0,4,5,0,0.0,0,0,4,5,0,0.0,0,8.809061231930542,0.3162176730200872,-1.990650354356147,0
1,39,1,9003,1,1,133.1,1,19,19,9,9,119.77087694427475,0,0,0,0,0,0,27,0,0,5,0,0,0.0,0,0,5,6,0,0.0,0,9.209064120228948,0.04011787099262909,-0.5881902342358494,0
1,39,1,9991,1,1,137.5286772455734,1,37,37,9,9,139.64183728196716,0,0,0,0,1,0,33,0,0,5,5,0,0.0,0,0,5,0,0,0.0,0,15.750713902622987,1.9045932049178986,-2.9353690653768805,0
1,7,1,9991,0,1,130.35202853581885,1,37,37,9,7,128.97798167020335,0,0,0,1,0,0,44,0,9,11,12,8,12.393974403466832,0,3,7,8,5,12.0,0,9.343221203900185,-0.5501732971608162,-2.3671131637164597,0
1,42,1,9119,1,1,120.0,1,1,19,5,7,113.357865977964,0,0,0,1,1,0,29,0,0,5,9,2,13.604186081269399,0,0,5,7,2,12.459981786043866,0,15.5,2.8,-4.06,0
1,44,1,9130,1,1,150.0,1,3,37,9,6,151.82107695316327,1,0,0,1,1,0,19,0,0,6,8,5,13.836633000680562,0,0,6,6,5,13.327525665023089,0,15.003292287921276,-0.012184620542275981,-0.030273831454513567,0
2,39,1,9991,0,12,132.39418701438046,1,37,19,90,90,121.08525965768622,0,0,0,1,1,0,47,0,0,5,5,0,0.0,0,0,5,0,0,0.0,0,7.6,2.6,0.32,0
1,1,3,171,1,1,132.64114450778396,1,1,37,9,9,122.93629430200158,1,0,0,1,1,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,0
1,39,1,8014,1,1,133.1,1,19,37,4,9,120.0,0,0,0,1,0,0,29,0,0,5,8,2,15.983580774485185,0,0,5,10,3,12.586511397957477,0,10.17266957428428,0.4141950453038683,-0.4377327635560002,0
1,17,3,9147,1,1,149.12187594307076,1,1,1,4,5,131.19515582561814,1,0,0,1,1,0,19,0,0,6,10,3,12.878124056929227,0,0,6,5,0,0.0,0,12.161092288240303,0.6535945516101567,1.322891072958617,0
2,39,1,9991,1,1,120.0,1,37,37,9,9,128.91540910458158,0,0,0,1,1,0,34,0,3,6,8,4,11.383625263786794,0,0,5,11,2,10.777529394018725,0,7.760350316544152,2.451984323190014,0.7134750075198792,0
1,39,1,9085,1,19,133.1,1,1,19,9,7,140.0,0,0,1,1,0,0,24,0,0,6,9,4,12.580863150632732,0,0,6,12,3,11.725206645504407,0,16.2,0.3,-0.92,0
1,1,1,9147,1,1,150.26803045690127,1,19,22,4,5,140.81749289354892,1,0,0,1,0,0,23,0,2,5,6,3,14.510315566807586,0,0,5,5,0,0.0,0,8.02884873104205,2.439181725859231,0.5103016243999099,0
1,1,1,9085,1,1,128.17269605788005,1,37,19,9,6,141.01151307052533,1,0,0,1,0,0,19,0,0,6,9,3,12.02878267631334,0,0,6,10,2,10.762608921044462,0,7.65180881736401,2.5021389005346477,0.22098759348211394,0
1,39,1,9003,1,19,137.3801359043389,1,19,37,7,6,103.22560966703801,0,0,0,1,1,0,28,0,0,6,7,1,13.208978231986384,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,0
1,39,1,9119,1,1,110.0,1,37,37,9,5,150.29592023190077,0,0,0,1,1,0,46,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.937769832016134,2.6591840463801555,-0.9761306157254004,0
1,1,1,171,1,1,128.5740716769822,1,1,1,9,9,124.67222150309465,1,0,0,1,1,0,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.997218267020594,2.741661273209902,-2.0024091093426533,0
1,39,1,9003,1,1,142.5908855732397,1,37,37,9,7,140.0,0,0,0,1,0,0,29,0,0,6,13,5,12.521203759374112,0,0,6,11,4,12.55226998354463,0,9.377300164553695,1.277265671971907,3.275441061990756,0
1,18,1,9773,1,1,116.04363399700365,1,37,37,0,3,116.63164007136096,1,0,0,1,1,0,20,0,0,5,8,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,0
1,17,1,9773,1,1,118.4023502352264,1,37,19,9,9,127.19882488238682,1,0,0,1,1,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.977644014629687,-0.6247062205967016,-1.749202645066206,0
1,17,3,9500,1,1,138.7697530605639,1,3,3,3,5,126.52302469394361,1,0,0,1,0,0,18,0,0,7,8,7,13.803587373377464,0,0,8,9,8,15.107682906465682,0,12.248230476807027,0.23092591816916969,1.5155987548311987,0
1,1,1,9147,1,1,124.21551190980054,1,1,19,5,4,127.46980359410242,0,0,0,1,0,0,19,0,0,5,11,2,11.219114082682843,0,0,5,5,0,0.0,0,10.054736314310508,1.4,2.434271959826526,0
1,1,2,9773,1,1,129.12505015595255,1,19,1,9,7,122.56867727386881,1,0,0,1,0,0,19,0,0,6,8,5,12.437474922023728,0,0,6,6,6,12.258889163180145,0,15.5,2.8,-4.06,0
2,39,1,9991,1,1,130.29710804706937,1,37,37,9,9,130.0,0,0,0,1,1,0,43,0,0,6,9,2,13.65762427323854,0,0,6,7,0,0.0,0,15.711209341918117,0.3287523916518755,-0.6382265618116203,0
1,39,1,9119,1,19,131.07959194777223,1,1,19,5,7,139.5472678928697,0,0,0,1,0,0,30,0,1,6,13,3,11.636822399286734,0,1,6,9,3,11.7827518223411,0,12.82040805222777,0.2920342939396106,1.1208426936721354,0
1,17,1,9254,1,1,128.97202102168038,1,38,38,2,9,123.2569947445799,0,0,0,1,1,0,18,0,0,5,9,2,11.284973722899528,0,0,5,6,0,0.0,0,9.4,-0.8,-3.12,0
4,39,1,9500,1,1,133.1,1,37,37,9,9,110.0,0,0,0,1,0,0,36,0,0,6,14,4,11.781251083436514,0,0,6,14,3,12.549680320592191,0,15.096630364979829,0.36490409617765707,-0.28393985745896044,0
1,39,1,9991,0,12,133.1,1,37,37,9,9,150.70691443535745,0,0,0,1,1,0,46,0,0,6,0,0,0.0,0,0,5,5,0,0.0,0,14.693137427179174,0.37930855646425404,0.15463094009064215,0
1,17,4,9500,1,1,142.0,1,3,1,4,3,132.27791329977214,1,0,0,1,0,0,18,0,0,7,7,6,13.85340883844447,0,0,7,8,7,13.636397316702897,0,13.333130050341811,0.0023306398177012078,1.1679132997721267,0
1,39,1,9991,1,1,133.1,1,37,19,9,9,128.02752725825064,0,0,0,1,0,0,31,0,0,6,0,0,0.0,0,0,7,0,0,0.0,0,15.718272980613607,0.7679633902610661,-1.0273563071775387,0
1,17,1,9119,1,1,133.0444726860234,1,34,19,0,3,117.21610256558742,1,0,0,1,0,0,21,0,0,5,12,0,0.0,0,0,5,12,0,0.0,0,7.6,2.6,0.32,0
1,17,2,9773,1,1,123.44122044278711,1,1,1,9,5,120.57643834195612,1,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,0
1,43,1,9254,1,1,125.07341237483851,1,1,19,4,9,129.22202371245154,0,0,0,1,0,0,19,0,0,6,7,3,10.470369766365211,0,0,6,14,1,11.05505928112888,0,10.8,1.4,1.74,0
1,39,1,9003,1,1,131.57443949145343,1,19,38,9,9,120.0,0,0,0,0,1,0,25,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,10.236597698235215,-0.11103718968864662,-0.5905222535711734,0
1,44,1,9085,1,39,140.0,1,37,37,4,7,140.43901546010824,1,0,1,1,0,0,24,0,0,6,13,4,11.315931172871146,0,0,6,12,3,12.185438902925261,0,12.4,0.5,1.79,0
1,7,1,9070,1,1,120.0,1,37,37,9,2,120.0,0,0,0,1,0,0,36,0,5,9,9,3,13.0,0,4,8,10,3,13.75499185617863,0,8.975876213915187,1.4459250768434027,3.405969717237335,0
1,1,3,9254,1,1,131.5728839086221,1,19,1,2,9,134.30738190600715,1,0,0,1,0,0,18,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,7.6,2.6,0.32,0
1,39,1,9853,1,1,145.65750322057502,1,37,37,9,8,140.51775547497755,0,0,0,1,0,0,25,0,0,6,14,2,10.671248389712492,0,0,6,7,3,10.664375805143754,0,8.808247101482486,0.317755474977528,-1.989094460610972,0
1,17,1,9147,1,1,134.19959487409966,1,38,1,0,4,125.22016205036014,1,0,0,1,1,0,19,0,0,5,6,4,10.841649786420819,0,0,5,12,0,0.0,0,8.88309700989146,1.8668017086334516,0.9432185476615662,0
1,1,2,9254,1,1,108.48029123755639,1,19,1,4,4,114.95197087624436,1,0,0,1,0,0,19,0,0,5,6,0,0.0,0,0,5,0,0,0.0,0,9.812553351357133,1.9523349231898441,2.258841326165614,0
1,43,1,9130,1,1,120.0,1,37,37,4,7,120.0,0,0,0,1,1,0,22,0,0,6,6,0,0.0,0,0,7,6,0,0.0,0,12.555859676593538,3.5255143453500732,-1.439030151306196,0
1,39,1,9003,1,1,139.11648371119136,1,19,19,4,7,110.43597708052111,0,0,0,1,0,0,31,0,0,6,0,0,0.0,0,0,7,0,0,0.0,0,13.148160436352203,3.264644147543574,-1.6001242456129374,0
1,39,1,9119,1,19,133.1,1,37,37,9,9,101.27214595973156,0,0,0,1,1,0,33,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,0
1,1,1,9853,1,1,139.8611728273506,1,1,3,9,2,139.16703696410354,0,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.658351848205177,3.2557530475218877,-1.2154931674535585,0
1,42,1,9991,0,1,120.0,1,37,37,6,9,131.21211130057512,1,0,0,1,1,0,32,0,1,6,8,4,10.983431415877911,0,1,4,10,4,11.213624914934405,0,12.786711708889966,0.31051293383453515,1.1311689924369461,0
1,39,1,9147,1,1,133.1,1,19,37,4,9,120.0,0,0,0,1,1,0,31,0,0,3,13,2,14.999659535804703,0,0,3,9,1,15.333106357203135,0,8.236580295397006,2.2362398312017104,0.6291961434785462,0
1,39,1,9991,1,39,150.0,1,19,37,9,7,150.0,0,0,0,1,0,0,24,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,10.54070203496875,0.7555027749573844,-2.629152457680114,0
1,39,1,9003,1,1,133.29610202117857,1,1,1,4,7,120.0,0,0,0,0,1,0,24,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,14.065138544150381,0.01995592929136336,0.28942378804415725,0
2,39,1,9003,1,1,133.1,1,37,37,9,9,112.60678902144579,0,0,0,1,0,0,36,0,0,7,13,4,11.831773148184011,0,0,7,14,3,11.890969135754652,0,13.782795634659351,0.4421884920788617,0.47344722237284464,0
1,1,1,9130,1,1,138.66488452295795,1,3,1,2,4,131.33244226147897,0,0,0,1,1,0,19,0,0,6,13,4,11.59050164967203,0,0,6,14,2,13.0,0,12.79545553354276,0.5002673215563082,1.0426197512518196,0
2,39,1,9991,0,1,137.155632631112,1,37,37,9,0,126.72428820607739,0,0,0,1,1,0,37,0,0,3,0,0,0.0,0,0,4,0,0,0.0,0,10.8,1.4,1.74,0
1,1,3,171,1,1,132.7691560752347,1,2,1,5,4,137.28853063040793,1,0,1,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,14.90390404169312,2.357735256740057,-2.9351092399692758,0
1,39,1,9238,1,1,110.08173723253296,1,37,37,90,90,107.63461021397363,1,0,0,0,0,0,27,0,0,6,5,0,0.0,0,0,5,0,0,0.0,0,10.812260584879944,1.3673051069868167,1.751443212554614,0
1,44,1,9003,1,39,130.0,1,37,37,9,6,130.0,0,0,0,1,1,0,25,0,0,5,6,0,0.0,0,0,5,6,0,0.0,0,13.17301817660206,3.547958443235052,-2.0986867488503083,0
1,39,1,9119,1,1,122.78590339031959,1,37,37,6,1,124.11203506751784,0,0,0,1,1,0,43,0,0,6,8,4,12.208211449145207,0,0,6,10,4,11.085039711967113,0,9.51289874587031,1.177127728774433,3.0949003948423814,0
1,43,1,9991,0,3,140.0,1,3,4,2,2,140.0,0,0,1,0,0,0,28,0,7,12,25,7,13.26988637044023,0,4,10,12,5,14.014510500908418,0,12.002753469811408,0.5468968547169759,1.4995891762263645,0
1,1,1,9085,1,1,116.0,1,1,19,9,9,127.87338923987289,1,0,0,1,0,0,19,0,0,5,7,2,13.076030743220333,0,0,5,8,2,11.645725591172306,0,9.799161401906751,-0.7556487331214723,-2.7731730930099125,0
1,17,1,9773,1,1,140.8793641288994,1,1,38,4,4,129.94666467068873,1,0,0,1,1,0,18,0,0,6,10,5,13.29491901912898,0,0,6,5,0,0.0,0,13.122225548852102,3.2898380382579573,-1.6059040205415314,0
1,39,1,9254,1,1,140.0,1,19,1,5,5,128.73922123196726,0,0,0,0,1,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,14.209819449508368,3.214700891229453,-2.972562107442767,0
1,17,4,9147,1,1,133.1,1,1,19,4,7,100.36426986104807,0,0,0,1,1,0,21,0,0,4,14,0,0.0,0,0,5,5,0,0.0,0,11.125055486331735,0.8278428749432678,2.41654416100269,0
1,1,4,171,1,1,137.48974818743542,1,19,37,7,9,125.78633091658057,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.189064733264459,2.004100725025828,1.0251474753861034,0
1,1,5,9254,1,1,117.30960517137063,1,19,1,9,3,115.34305241128952,1,0,0,1,0,0,20,0,0,5,9,3,12.243783193045438,0,0,5,13,3,10.895010773688822,0,9.4,-0.8,-3.12,0
1,39,1,9500,1,1,133.1,1,37,37,9,9,110.13366127545973,0,0,0,1,0,0,39,0,0,5,14,4,12.689926008444923,0,0,5,14,2,13.280917146878535,0,11.151105781793428,0.5960687860158901,2.010958207836547,0
1,1,1,9500,1,1,131.80235840436382,1,19,19,4,9,124.40176880327287,1,0,0,1,0,0,19,0,0,7,0,0,0.0,0,0,7,0,0,0.0,0,15.5,2.8,-4.06,0
1,17,4,9773,1,1,134.37209961050908,1,38,1,5,0,129.39069042844,1,0,0,1,1,0,19,0,0,5,7,2,10.813950194745454,0,0,5,12,0,0.0,0,8.730220701083635,0.4651386757309135,-1.8399773398487225,0
1,17,1,9853,1,1,133.1,1,37,38,4,0,110.04149877252391,0,0,0,1,0,0,18,0,0,6,11,4,12.278615661182105,0,0,6,7,4,11.047011443370602,0,11.516971062939247,0.5754722904153384,1.7796284460703167,0
1,1,1,9500,1,1,137.37926412767968,1,1,1,4,10,125.19531756741273,0,0,0,1,0,0,25,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,0
1,39,1,8014,0,12,135.39563799734094,1,37,34,9,0,134.1791275994682,0,0,0,1,1,0,49,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,8.225108035798677,2.6158255198936375,-0.02657888567065836,0
1,18,1,9130,1,1,120.12215591970973,1,19,1,9,9,120.01832338795646,1,0,0,1,0,0,21,0,0,6,0,0,0.0,0,0,4,0,0,0.0,0,10.8,1.4,1.74,0
1,39,1,9991,0,9,133.1,1,37,34,9,90,119.47393246852032,0,0,0,0,0,0,39,0,0,5,5,0,0.0,0,0,5,5,1,10.69219412036801,0,11.28792399444926,3.395434587038076,-1.1407071507426485,0
1,1,1,9147,1,1,140.77519488082777,1,38,19,4,9,123.36976614300669,1,0,0,1,1,0,18,0,0,5,9,4,10.967441535751673,0,0,5,14,1,10.387597440413877,0,9.671318208289716,-0.3736428155447351,-2.1781382197942785,0
1,39,1,9670,1,1,133.1,1,34,34,9,0,100.14965193807673,1,0,0,0,0,0,25,0,0,5,9,3,11.611542829711013,0,0,5,11,4,11.437064922595914,0,14.488165894608876,0.02308565942202423,-1.4738286811559516,0
1,39,1,9500,1,1,133.1,1,19,1,9,7,100.0,0,0,0,1,0,0,26,0,5,6,9,5,12.815478980643622,0,1,6,12,2,13.354176432252679,0,10.454176432252678,0.9690420387127546,1.7063142670941587,0
1,39,1,9085,1,12,132.4510170976562,1,34,34,0,99,128.2,0,0,0,1,1,0,27,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
1,44,1,9085,1,39,140.0,1,19,37,4,10,139.11866094390794,0,0,0,1,1,0,21,0,1,6,10,4,12.024606581007182,0,1,6,12,2,13.87650929906954,0,13.344291845812927,-0.0036223177668943674,1.160472102791382,0
1,39,1,9670,1,6,133.1,1,34,34,0,0,100.96904597038204,1,0,1,0,0,0,27,0,0,6,11,3,12.613392238893265,0,0,6,15,2,12.0,0,7.6,2.6,0.32,0
1,39,1,9085,1,1,131.18341020825608,1,37,37,1,5,130.0,0,0,0,0,0,0,28,0,0,6,9,1,12.145235685409112,0,0,6,10,0,0.0,0,12.089207634448472,2.5165897917439173,-0.27990775009270097,0
1,1,2,171,1,1,139.63108636043023,1,37,37,5,9,128.87284681273138,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,0
